ros_time_sec,run_id,seed,depth_rx,cloud_seq,target_id,state,context,candidate_range,candidate_score,candidate_strong,association_distance,bearing_error_deg,range_residual,prior_x,prior_y,measurement_x,measurement_y,post_x,post_y,kalman_gain_x,kalman_gain_y,innovation_xy,measurement_std
1784390418.742879,depth321_fix_01,101,629,629,1,ALIGN_TARGET,active_target,13.150058,321.017377,1,0.259482,0.058776,0.259124,12.369275,-5.119334,12.125006,-5.031793,12.209283,-5.061996,0.654982,0.654982,0.259482,0.437801
1784390419.040193,depth321_fix_01,101,630,630,1,ALIGN_TARGET,active_target,13.152369,321.904907,1,0.391627,1.658929,0.086113,12.209283,-5.061996,12.271843,-4.675399,12.234391,-4.906838,0.401343,0.401343,0.391627,0.437828
1784390419.131918,depth321_fix_01,101,631,631,1,ALIGN_TARGET,active_target,13.148086,324.227640,1,0.552562,2.391722,0.053870,12.234391,-4.906838,12.379859,-4.373768,12.276413,-4.752846,0.288877,0.288877,0.552562,0.437777
1784390419.293958,depth321_fix_01,101,632,632,1,ALIGN_TARGET,active_target,13.146589,321.806159,1,0.923242,4.015787,0.036542,12.276413,-4.752846,12.547605,-3.870333,12.338571,-4.550573,0.229202,0.229202,0.923242,0.437759
1784390422.276988,depth321_fix_01,101,648,648,1,APPROACH,active_target,13.487961,333.215245,1,0.928662,3.020074,0.616584,12.338571,-4.550573,12.650431,-5.425305,12.424078,-4.790411,0.274185,0.274185,0.928662,0.441856
1784390422.489077,depth321_fix_01,101,650,650,1,APPROACH,active_target,12.895735,351.756079,1,0.272743,1.101231,0.111473,12.424078,-4.790411,12.227832,-4.979821,12.379439,-4.833496,0.227468,0.227468,0.272743,0.434749
1784390422.582540,depth321_fix_01,101,651,651,1,APPROACH,active_target,13.542238,283.671310,1,0.841885,2.656462,0.575649,12.379439,-4.833496,12.670006,-5.623648,12.432679,-4.978276,0.183230,0.183230,0.841885,0.442507
1784390423.191729,depth321_fix_01,101,652,652,1,APPROACH,active_target,13.413623,301.267706,1,0.447009,0.489278,0.432573,12.432679,-4.978276,12.789833,-5.247084,12.496083,-5.025996,0.177526,0.177526,0.447009,0.440963
1784390425.047215,depth321_fix_01,101,660,660,1,APPROACH,active_target,13.051137,357.954004,1,0.501465,1.950641,0.240193,12.496083,-5.025996,12.542997,-5.525262,12.506300,-5.134727,0.217780,0.217780,0.501465,0.436614
1784390425.127410,depth321_fix_01,101,661,661,1,APPROACH,active_target,12.655806,356.057045,1,0.206657,0.284596,0.196708,12.506300,-5.134727,12.300431,-5.116700,12.468228,-5.131393,0.184932,0.184932,0.206657,0.431870
1784390425.303676,depth321_fix_01,101,662,662,1,APPROACH,active_target,12.639781,353.545426,1,0.158189,0.213682,0.150914,12.468228,-5.131393,12.310756,-5.116350,12.442581,-5.128943,0.162867,0.162867,0.158189,0.431677
1784390425.381524,depth321_fix_01,101,663,663,1,APPROACH,active_target,13.168952,289.455545,1,0.522498,1.417278,0.412578,12.442581,-5.128943,12.692692,-5.587690,12.477495,-5.192980,0.139592,0.139592,0.522498,0.438027
1784390425.589715,depth321_fix_01,101,664,664,1,APPROACH,active_target,13.227597,302.009146,1,0.485625,0.893840,0.441215,12.477495,-5.192980,12.962798,-5.175275,12.540779,-5.190672,0.130402,0.130402,0.485625,0.438731
1784390425.771787,depth321_fix_01,101,665,665,1,APPROACH,active_target,13.199777,296.398736,1,0.392643,0.369292,0.383589,12.540779,-5.190672,12.926936,-5.261746,12.588225,-5.199404,0.122867,0.122867,0.392643,0.438397
1784390426.733883,depth321_fix_01,101,669,669,1,APPROACH,active_target,12.903026,332.483659,1,0.247613,0.687980,0.194085,12.588225,-5.199404,12.705776,-5.417336,12.605798,-5.231983,0.149491,0.149491,0.247613,0.434836
1784390428.388155,depth321_fix_01,101,674,674,1,APPROACH,active_target,12.668887,331.673178,1,0.204586,0.353463,0.189310,12.605798,-5.231983,12.810374,-5.233964,12.645404,-5.232367,0.193598,0.193598,0.204586,0.432027
1784390429.796904,depth321_fix_01,101,682,682,1,APPROACH,active_target,11.831130,351.190451,1,0.484349,0.461395,0.474502,12.645404,-5.232367,12.170896,-5.135229,12.541013,-5.210996,0.219998,0.219998,0.484349,0.421974
1784390430.386076,depth321_fix_01,101,684,684,1,APPROACH,active_target,12.335904,309.631500,1,0.288692,0.836758,0.226902,12.541013,-5.210996,12.819051,-5.133293,12.595902,-5.195657,0.197415,0.197415,0.288692,0.428031
1784390430.488732,depth321_fix_01,101,685,685,1,APPROACH,active_target,11.769726,353.412422,1,0.369343,0.186411,0.367290,12.595902,-5.195657,12.242456,-5.088466,12.534652,-5.177081,0.173293,0.173293,0.369343,0.421237
1784390431.195422,depth321_fix_01,101,686,686,1,APPROACH,active_target,12.299055,290.160217,1,0.391220,1.072242,0.318513,12.534652,-5.177081,12.915528,-5.087713,12.599929,-5.161765,0.171387,0.171387,0.391220,0.427589
1784390431.333631,depth321_fix_01,101,687,687,1,APPROACH,active_target,12.304663,318.107450,1,0.308840,0.519555,0.288487,12.599929,-5.161765,12.908669,-5.169661,12.646779,-5.162963,0.151745,0.151745,0.308840,0.427656
1784390433.815431,depth321_fix_01,101,697,697,1,APPROACH,active_target,11.275770,326.062398,1,0.370640,0.392959,0.362217,12.646779,-5.162963,12.282409,-5.095076,12.561665,-5.147105,0.233593,0.233593,0.370640,0.415309
1784390435.165916,depth321_fix_01,101,701,701,1,APPROACH,active_target,11.638966,315.998230,1,0.369416,1.155219,0.287682,12.561665,-5.147105,12.915448,-5.040778,12.644442,-5.122227,0.233978,0.233978,0.369416,0.419668
1784390435.377796,depth321_fix_01,101,702,702,1,APPROACH,active_target,11.552705,345.045915,1,0.191060,0.499457,0.162804,12.644442,-5.122227,12.832959,-5.091155,12.681810,-5.116068,0.198221,0.198221,0.191060,0.418632
1784390436.022198,depth321_fix_01,101,705,705,1,APPROACH,active_target,11.517460,316.060787,1,0.282112,1.027364,0.194054,12.681810,-5.116068,12.938112,-4.998185,12.730658,-5.093601,0.190589,0.190589,0.282112,0.418210
1784390436.437082,depth321_fix_01,101,706,706,1,APPROACH,active_target,11.571391,311.573249,1,0.342811,1.016505,0.276373,12.730658,-5.093601,13.062306,-5.006832,12.789040,-5.078326,0.176034,0.176034,0.342811,0.418857
1784390436.515868,depth321_fix_01,101,707,707,1,APPROACH,active_target,11.571947,307.015067,1,0.298052,0.882897,0.240205,12.789040,-5.078326,13.077188,-5.002131,12.833103,-5.066675,0.152920,0.152920,0.298052,0.418863
1784390436.585547,depth321_fix_01,101,708,708,1,APPROACH,active_target,11.478607,308.420586,1,0.195729,0.773701,0.120568,12.833103,-5.066675,13.001617,-4.967111,12.856062,-5.053110,0.136243,0.136243,0.195729,0.417743
1784390437.289645,depth321_fix_01,101,712,712,1,APPROACH,active_target,11.267713,346.557621,1,0.135671,0.684529,0.017696,12.856062,-5.053110,12.921430,-4.934225,12.865975,-5.035082,0.151644,0.151644,0.135671,0.415213
1784390437.384363,depth321_fix_01,101,713,713,1,APPROACH,active_target,11.198506,363.351701,1,0.133814,0.651002,0.040716,12.865975,-5.035082,12.874166,-4.901518,12.867091,-5.016881,0.136269,0.136269,0.133814,0.414382
1784390438.317670,depth321_fix_01,101,714,714,1,APPROACH,active_target,10.626764,358.620291,1,0.481308,0.412772,0.474905,12.867091,-5.016881,12.396829,-4.914355,12.789665,-5.000001,0.164644,0.164644,0.481308,0.407521
1784390440.952519,depth321_fix_01,101,723,723,1,APPROACH,active_target,10.654394,365.422327,1,0.206280,1.106592,0.016583,12.789665,-5.000001,12.878497,-4.813828,12.811341,-4.954572,0.244013,0.244013,0.206280,0.407853
1784390441.424495,depth321_fix_01,101,724,724,1,APPROACH,active_target,10.633757,362.435934,1,0.162157,0.791336,0.069763,12.811341,-4.954572,12.928359,-4.842314,12.836416,-4.930517,0.214279,0.214279,0.162157,0.407605
1784390441.771378,depth321_fix_01,101,726,726,1,APPROACH,active_target,10.619316,355.768115,1,0.179854,0.835037,0.092759,12.836416,-4.930517,12.977269,-4.818679,12.863251,-4.909210,0.190518,0.190518,0.179854,0.407432
1784390442.190300,depth321_fix_01,101,728,728,1,APPROACH,active_target,10.444008,336.290389,1,0.061353,0.229584,0.044781,12.863251,-4.909210,12.836132,-4.854177,12.858397,-4.899360,0.178982,0.178982,0.061353,0.405328
1784390442.932002,depth321_fix_01,101,731,731,1,APPROACH,active_target,9.868336,349.316892,1,0.536929,0.790242,0.518454,12.858397,-4.899360,12.324423,-4.843110,12.757855,-4.888769,0.188290,0.188290,0.536929,0.398420
1784390443.440492,depth321_fix_01,101,733,733,1,APPROACH,active_target,10.390166,306.892113,1,0.184931,0.070063,0.184502,12.757855,-4.888769,12.934807,-4.942505,12.788995,-4.898225,0.175976,0.175976,0.184931,0.404682
1784390443.501271,depth321_fix_01,101,734,734,1,APPROACH,active_target,10.359108,311.015386,1,0.129398,0.036805,0.129229,12.788995,-4.898225,12.912150,-4.937931,12.807783,-4.904283,0.152556,0.152556,0.129398,0.404309
1784390443.573118,depth321_fix_01,101,735,735,1,APPROACH,active_target,10.341006,317.084083,1,0.103056,0.000607,0.103056,12.807783,-4.904283,12.904156,-4.940791,12.820869,-4.909240,0.135786,0.135786,0.103056,0.404092
1784390443.858775,depth321_fix_01,101,737,737,1,APPROACH,active_target,10.314448,337.718085,1,0.110432,0.106580,0.108770,12.820869,-4.909240,12.915723,-4.965789,12.833493,-4.916766,0.133089,0.133089,0.110432,0.403773
1784390444.601870,depth321_fix_01,101,738,738,1,APPROACH,active_target,10.139683,344.362598,1,0.052298,0.033226,0.051968,12.833493,-4.916766,12.879954,-4.940775,12.840598,-4.920438,0.152930,0.152930,0.052298,0.401676
1784390445.033232,depth321_fix_01,101,741,741,1,APPROACH,active_target,9.591996,350.234379,1,0.448440,0.831717,0.425267,12.840598,-4.920438,12.392692,-4.898568,12.770451,-4.917013,0.156611,0.156611,0.448440,0.395104
1784390445.443595,depth321_fix_01,101,742,742,1,APPROACH,active_target,10.018677,331.062974,1,0.379972,2.048541,0.133376,12.770451,-4.917013,12.760851,-5.296863,12.768999,-4.974477,0.151281,0.151281,0.379972,0.400224
1784390445.508457,depth321_fix_01,101,743,743,1,APPROACH,active_target,10.009312,330.636888,1,0.355368,1.935011,0.115526,12.768999,-4.974477,12.748687,-5.329263,12.766267,-5.022200,0.134513,0.134513,0.355368,0.400112
1784390446.137029,depth321_fix_01,101,746,746,1,APPROACH,active_target,9.416820,342.239525,1,0.433699,0.969949,0.401991,12.766267,-5.022200,12.332568,-5.022207,12.700072,-5.022201,0.152629,0.152629,0.433699,0.393002
1784390446.380685,depth321_fix_01,101,748,748,1,APPROACH,active_target,9.816923,359.216777,1,0.386459,2.193536,0.097566,12.700072,-5.022201,12.644853,-5.404695,12.692277,-5.076195,0.141162,0.141162,0.386459,0.397803
1784390446.502868,depth321_fix_01,101,749,749,1,APPROACH,active_target,9.815568,363.898864,1,0.298285,1.639680,0.104472,12.692277,-5.076195,12.679835,-5.374221,12.690664,-5.114819,0.129599,0.129599,0.298285,0.397787
1784390448.260523,depth321_fix_01,101,758,758,1,APPROACH,active_target,9.554268,348.449914,1,0.283737,1.573979,0.111471,12.690664,-5.114819,12.890603,-4.913496,12.729948,-5.075264,0.196477,0.196477,0.283737,0.394651
1784390448.449678,depth321_fix_01,101,759,759,1,APPROACH,active_target,9.508135,350.078523,1,0.144795,0.774351,0.067605,12.729948,-5.075264,12.743337,-5.219438,12.732264,-5.100208,0.173012,0.173012,0.144795,0.394098
1784390448.704518,depth321_fix_01,101,760,760,1,APPROACH,active_target,9.041589,351.377147,1,0.384058,0.653223,0.369379,12.732264,-5.100208,12.428921,-4.864658,12.682782,-5.061784,0.163123,0.163123,0.384058,0.388499
1784390448.776243,depth321_fix_01,101,761,761,1,APPROACH,active_target,9.021984,350.137392,1,0.331318,0.571644,0.318407,12.682782,-5.061784,12.421405,-4.858183,12.645171,-5.032487,0.143894,0.143894,0.331318,0.388264
1784390450.449120,depth321_fix_01,101,766,766,1,APPROACH,active_target,8.737193,354.250716,1,0.349717,0.868173,0.322689,12.645171,-5.032487,12.394753,-4.788371,12.593591,-4.982204,0.205978,0.205978,0.349717,0.384846
1784390450.988483,depth321_fix_01,101,768,768,1,APPROACH,active_target,9.199042,322.823056,1,0.330230,0.931211,0.295665,12.593591,-4.982204,12.810942,-5.230822,12.635029,-5.029604,0.190651,0.190651,0.330230,0.390388
1784390451.051086,depth321_fix_01,101,769,769,1,APPROACH,active_target,9.198620,298.240005,1,0.368591,1.714375,0.249325,12.635029,-5.029604,12.965774,-4.866918,12.688945,-5.003083,0.163015,0.163015,0.368591,0.390383
1784390453.457659,depth321_fix_01,101,777,777,1,APPROACH,active_target,8.742498,340.310224,1,0.268078,1.523480,0.136658,12.688945,-5.003083,12.898940,-4.836446,12.741064,-4.961726,0.248188,0.248188,0.268078,0.384910
1784390454.910647,depth321_fix_01,101,783,783,1,APPROACH,active_target,8.392233,356.381810,1,0.273114,1.198429,0.211079,12.517182,-4.874656,12.648327,-5.114222,12.531399,-4.900627,0.108408,0.108408,0.273114,0.380707
1784390454.999446,depth321_fix_01,101,784,784,1,APPROACH,active_target,8.430133,355.111523,1,0.351952,1.779497,0.239311,12.531399,-4.900627,12.846098,-4.743037,12.563670,-4.884467,0.102544,0.102544,0.351952,0.381162
1784390455.759567,depth321_fix_01,101,785,785,1,APPROACH,active_target,8.413028,356.386537,1,0.455843,1.424827,0.407609,12.497445,-4.858276,12.950865,-4.811345,12.532765,-4.854620,0.077897,0.077897,0.455843,0.380956
1784390456.081081,depth321_fix_01,101,787,787,1,APPROACH,active_target,8.329799,310.944795,1,0.385473,0.757211,0.370148,12.511291,-4.848956,12.895428,-4.881014,12.538967,-4.851266,0.072049,0.072049,0.385473,0.379958
1784390456.329046,depth321_fix_01,101,788,788,1,APPROACH,active_target,8.329682,323.841397,1,0.461828,1.560295,0.405386,12.522644,-4.846871,12.979911,-4.782130,12.552130,-4.842696,0.064483,0.064483,0.461828,0.379956
1784390456.422452,depth321_fix_01,101,789,789,1,APPROACH,active_target,8.283406,330.743125,1,0.406717,1.469935,0.349521,12.552130,-4.842696,12.952363,-4.770364,12.578718,-4.837891,0.066433,0.066433,0.406717,0.379401
1784390456.569792,depth321_fix_01,101,790,790,1,APPROACH,active_target,8.176825,356.947048,1,0.377947,1.893831,0.268706,12.550175,-4.833055,12.894223,-4.676611,12.571090,-4.823545,0.060792,0.060792,0.377947,0.378122
1784390456.691509,depth321_fix_01,101,791,791,1,APPROACH,active_target,8.171963,356.486491,1,0.361227,1.765849,0.262864,12.571090,-4.823545,12.903272,-4.681627,12.592627,-4.814344,0.064834,0.064834,0.361227,0.378064
1784390457.359774,depth321_fix_01,101,795,795,1,APPROACH,active_target,8.117333,375.036553,1,0.352278,0.939848,0.327239,12.553171,-4.820217,12.809822,-5.061526,12.569968,-4.836009,0.065446,0.065446,0.352278,0.377408
1784390457.712766,depth321_fix_01,101,796,796,1,APPROACH,active_target,7.625809,353.753923,1,0.155790,0.856354,0.105359,12.544025,-4.823537,12.485877,-4.679005,12.540019,-4.813582,0.068879,0.068879,0.155790,0.371510
1784390458.111797,depth321_fix_01,101,799,799,1,APPROACH,active_target,8.090058,314.446350,1,0.507439,2.004231,0.426187,12.534523,-4.809977,13.029140,-4.696624,12.569335,-4.801999,0.070381,0.070381,0.507439,0.377081
1784390458.421091,depth321_fix_01,101,801,801,1,APPROACH,active_target,7.881898,353.953185,1,0.347418,1.853561,0.240142,12.559096,-4.802255,12.870374,-4.647966,12.581843,-4.790980,0.073076,0.073076,0.347418,0.374583
1784390458.628229,depth321_fix_01,101,802,802,1,APPROACH,active_target,7.859465,351.742769,1,0.317496,1.432195,0.251885,12.566751,-4.796203,12.869603,-4.700890,12.586318,-4.790045,0.064609,0.064609,0.317496,0.374314
1784390458.768566,depth321_fix_01,101,803,803,1,APPROACH,active_target,7.831511,366.366665,1,0.273483,1.210506,0.219510,12.586318,-4.790045,12.731748,-5.021654,12.596434,-4.806155,0.069558,0.069558,0.273483,0.373978
1784390459.247888,depth321_fix_01,101,806,806,1,APPROACH,active_target,7.335597,339.765646,1,0.226211,0.703592,0.206949,12.573195,-4.805690,12.411024,-4.647981,12.560561,-4.793403,0.077905,0.077905,0.226211,0.368027
1784390459.698436,depth321_fix_01,101,807,807,1,APPROACH,active_target,7.797215,359.739378,1,0.373044,0.928206,0.352033,12.550729,-4.795246,12.834701,-5.037159,12.570093,-4.811742,0.068190,0.068190,0.373044,0.373567
1784390459.984152,depth321_fix_01,101,809,809,1,APPROACH,active_target,7.736162,341.052470,1,0.411519,1.998183,0.315488,12.565708,-4.809768,12.951653,-4.666958,12.594083,-4.799269,0.073520,0.073520,0.411519,0.372834
1784390460.512064,depth321_fix_01,101,811,811,1,APPROACH,active_target,7.604928,356.376137,1,0.360999,1.997554,0.249674,12.574005,-4.799955,12.896444,-4.637618,12.596711,-4.788524,0.070419,0.070419,0.360999,0.371259
1784390461.761389,depth321_fix_01,101,814,814,1,APPROACH,active_target,7.047840,329.414537,1,0.135385,0.795304,0.092912,12.543170,-4.774248,12.489655,-4.649888,12.539063,-4.764704,0.076738,0.076738,0.135385,0.364574
1784390461.849866,depth321_fix_01,101,815,815,1,APPROACH,active_target,7.481753,354.362821,1,0.409960,1.562177,0.358401,12.539063,-4.764704,12.943467,-4.697434,12.569387,-4.759660,0.074984,0.074984,0.409960,0.369781
1784390462.129399,depth321_fix_01,101,816,816,1,APPROACH,active_target,7.453670,343.234932,1,0.403639,1.467073,0.358122,12.550133,-4.756972,12.949934,-4.701441,12.579010,-4.752961,0.072228,0.072228,0.403639,0.369444
1784390462.968330,depth321_fix_01,101,819,819,1,APPROACH,active_target,7.324145,356.881475,1,0.445543,2.059534,0.364213,12.541593,-4.748559,12.969995,-4.626164,12.572499,-4.739730,0.072142,0.072142,0.445543,0.367890
1784390463.326667,depth321_fix_01,101,822,822,1,APPROACH,active_target,6.773628,351.436871,1,0.154785,0.288191,0.150903,12.558469,-4.738210,12.428454,-4.654220,12.548414,-4.731714,0.077340,0.077340,0.154785,0.361284
1784390464.160707,depth321_fix_01,101,824,824,1,APPROACH,active_target,7.198258,356.902313,1,0.468312,1.657234,0.422510,12.530193,-4.723630,12.995790,-4.673273,12.565536,-4.719808,0.075909,0.075909,0.468312,0.366379
1784390465.184926,depth321_fix_01,101,828,828,1,APPROACH,active_target,6.970146,376.989430,1,0.379633,1.270247,0.348478,12.536598,-4.714433,12.808870,-4.978987,12.559546,-4.736730,0.084281,0.084281,0.379633,0.363642
1784390465.287928,depth321_fix_01,101,829,829,1,APPROACH,active_target,6.522232,356.939986,1,0.125772,0.521638,0.110602,12.559546,-4.736730,12.476157,-4.642576,12.552321,-4.728572,0.086637,0.086637,0.125772,0.358267
1784390465.414677,depth321_fix_01,101,830,830,1,APPROACH,active_target,6.507087,358.187995,1,0.100714,0.483559,0.084192,12.545502,-4.721086,12.485301,-4.640345,12.541354,-4.715523,0.068904,0.068904,0.100714,0.358085
1784390465.696578,depth321_fix_01,101,831,831,1,APPROACH,active_target,6.487531,351.338244,1,0.076414,0.484455,0.052968,12.541206,-4.714195,12.510299,-4.644311,12.538798,-4.708751,0.077909,0.077909,0.076414,0.357850
1784390465.781703,depth321_fix_01,101,832,832,1,APPROACH,active_target,6.928467,348.860605,1,0.450854,1.716425,0.403361,12.538798,-4.708751,12.986131,-4.652516,12.572743,-4.704484,0.075883,0.075883,0.450854,0.363142
1784390466.519626,depth321_fix_01,101,836,836,1,APPROACH,active_target,6.718159,369.808371,1,0.411134,2.505222,0.294169,12.553039,-4.699894,12.924634,-4.523973,12.583638,-4.685408,0.082345,0.082345,0.411134,0.360618
1784390467.068774,depth321_fix_01,101,838,838,1,APPROACH,active_target,6.709289,369.009131,1,0.436015,1.890440,0.379315,12.556626,-4.685864,12.985450,-4.607004,12.588466,-4.680008,0.074250,0.074250,0.436015,0.360511
1784390467.165053,depth321_fix_01,101,839,839,1,APPROACH,active_target,6.227476,358.061704,1,0.122968,0.506894,0.109692,12.588466,-4.680008,12.503854,-4.590779,12.581885,-4.673068,0.077781,0.077781,0.122968,0.354730
1784390469.220274,depth321_fix_01,101,847,847,1,APPROACH,active_target,5.939687,352.165083,1,0.095311,0.749746,0.054660,12.539068,-4.670126,12.513569,-4.578289,12.536944,-4.662476,0.083299,0.083299,0.095311,0.351276
1784390469.989279,depth321_fix_01,101,852,852,1,APPROACH,active_target,5.671727,356.161927,1,0.232598,1.157724,0.201252,12.536760,-4.667771,12.385209,-4.491322,12.523522,-4.652357,0.087354,0.087354,0.232598,0.348061
1784390470.076538,depth321_fix_01,101,853,853,1,APPROACH,active_target,5.650078,351.879867,1,0.213041,1.083517,0.183303,12.522093,-4.652837,12.384693,-4.490025,12.510937,-4.639617,0.081195,0.081195,0.213041,0.347801
1784390471.449703,depth321_fix_01,101,861,861,1,APPROACH,active_target,5.881893,367.547184,1,0.359138,2.710089,0.233812,12.526943,-4.655944,12.834123,-4.469877,12.553837,-4.639654,0.087550,0.087550,0.359138,0.350583
1784390471.895559,depth321_fix_01,101,864,864,1,APPROACH,active_target,5.392018,350.722309,1,0.241261,1.028160,0.220142,12.555907,-4.651611,12.379610,-4.486910,12.540427,-4.637150,0.087802,0.087802,0.241261,0.344704
1784390471.987082,depth321_fix_01,101,865,865,1,APPROACH,active_target,5.371275,352.032487,1,0.224429,1.016904,0.202332,12.536341,-4.638979,12.376296,-4.481645,12.524057,-4.626903,0.076756,0.076756,0.224429,0.344455
1784390472.113654,depth321_fix_01,101,866,866,1,APPROACH,active_target,5.350456,327.894318,1,0.210983,1.018740,0.187475,12.519449,-4.627809,12.373287,-4.475656,12.508926,-4.616855,0.071997,0.071997,0.210983,0.344205
1784390473.961013,depth321_fix_01,101,874,874,1,APPROACH,active_target,5.603586,372.466628,1,0.483951,3.376198,0.363711,12.503668,-4.610840,12.947056,-4.416891,12.539851,-4.595013,0.081606,0.081606,0.483951,0.347243
1784390474.744345,depth321_fix_01,101,878,878,1,APPROACH,active_target,5.115830,357.205654,1,0.138946,1.504272,0.033875,12.527294,-4.610380,12.537657,-4.471820,12.528178,-4.598561,0.085294,0.085294,0.138946,0.341390
1784390474.847603,depth321_fix_01,101,879,879,1,APPROACH,active_target,5.095203,350.276277,1,0.133412,1.435729,0.037142,12.528178,-4.598561,12.533139,-4.465241,12.528606,-4.587074,0.086163,0.086163,0.133412,0.341142
1784390474.967896,depth321_fix_01,101,880,880,1,APPROACH,active_target,5.075547,325.929209,1,0.130221,1.424857,0.030509,12.526225,-4.590380,12.536828,-4.460592,12.527010,-4.580780,0.073971,0.073971,0.130221,0.340907
1784390476.492454,depth321_fix_01,101,883,883,1,APPROACH,active_target,5.310491,375.271201,1,0.496084,3.533125,0.382919,12.532397,-4.587061,12.990768,-4.397335,12.569415,-4.571739,0.080761,0.080761,0.496084,0.343726
1784390476.927502,depth321_fix_01,101,884,884,1,APPROACH,active_target,4.835226,350.744264,1,0.113511,0.964488,0.078438,12.557936,-4.575161,12.508789,-4.472841,12.553595,-4.566122,0.088338,0.088338,0.113511,0.338023
1784390479.076449,depth321_fix_01,101,896,896,1,APPROACH,active_target,5.029216,372.676023,1,0.456507,3.906059,0.313390,12.532198,-4.557476,12.927562,-4.329253,12.565211,-4.538419,0.083501,0.083501,0.456507,0.340351
1784390479.203366,depth321_fix_01,101,897,897,1,APPROACH,active_target,5.026809,374.740241,1,0.391435,3.044150,0.293377,12.565211,-4.538419,12.920806,-4.374793,12.595905,-4.524295,0.086318,0.086318,0.391435,0.340322
1784390479.531578,depth321_fix_01,101,898,898,1,APPROACH,active_target,5.020362,373.876370,1,0.388686,2.799457,0.307580,12.569048,-4.531969,12.932116,-4.393193,12.598154,-4.520843,0.080168,0.080168,0.388686,0.340244
1784390479.807633,depth321_fix_01,101,900,900,1,APPROACH,active_target,4.568974,353.625274,1,0.168454,1.148770,0.140453,12.587891,-4.524478,12.481800,-4.393630,12.578862,-4.513342,0.085109,0.085109,0.168454,0.334828
1784390480.057950,depth321_fix_01,101,901,901,1,APPROACH,active_target,4.559510,351.286608,1,0.154284,1.361787,0.108539,12.568784,-4.518809,12.497856,-4.381795,12.563086,-4.507803,0.080327,0.080327,0.154284,0.334714
1784390480.150130,depth321_fix_01,101,902,902,1,APPROACH,active_target,4.529883,348.900083,1,0.161301,1.368777,0.118329,12.563086,-4.507803,12.482518,-4.368064,12.556519,-4.496413,0.081509,0.081509,0.161301,0.334359
1784390482.891098,depth321_fix_01,101,914,914,1,APPROACH,active_target,4.734741,377.141643,1,0.474876,3.754699,0.369848,12.517974,-4.486502,12.955305,-4.301437,12.557700,-4.469691,0.090836,0.090836,0.474876,0.336817
1784390482.996050,depth321_fix_01,101,915,915,1,APPROACH,active_target,4.280020,354.319035,1,0.135984,1.136152,0.105411,12.557700,-4.469691,12.481751,-4.356893,12.550582,-4.459120,0.093719,0.093719,0.135984,0.331360
1784390483.251132,depth321_fix_01,101,916,916,1,APPROACH,active_target,4.268157,355.707175,1,0.116268,1.112953,0.080714,12.543937,-4.466250,12.490910,-4.362778,12.539277,-4.457157,0.087877,0.087877,0.116268,0.331218
1784390483.362690,depth321_fix_01,101,917,917,1,APPROACH,active_target,4.256787,346.686828,1,0.108597,1.068800,0.073345,12.540074,-4.460515,12.492938,-4.362681,12.536112,-4.452293,0.084041,0.084041,0.108597,0.331081
1784390486.556401,depth321_fix_01,101,927,927,1,APPROACH,active_target,4.005782,332.726612,1,0.121002,1.674368,0.028979,12.535005,-4.461314,12.540424,-4.340433,12.535518,-4.449872,0.094648,0.094648,0.121002,0.328069
1784390486.672348,depth321_fix_01,101,928,928,1,APPROACH,active_target,3.988343,334.340260,1,0.110410,1.503648,0.033804,12.535518,-4.449872,12.532694,-4.339498,12.535249,-4.439334,0.095479,0.095479,0.110410,0.327860
1784390486.773794,depth321_fix_01,101,929,929,1,APPROACH,active_target,3.978799,335.420962,1,0.080193,1.024301,0.036403,12.538264,-4.443190,12.523661,-4.364338,12.537093,-4.436864,0.080227,0.080227,0.080193,0.327746
1784390486.848040,depth321_fix_01,101,930,930,1,APPROACH,active_target,3.931802,328.548572,1,0.099830,0.924871,0.076548,12.537093,-4.436864,12.481863,-4.353704,12.532652,-4.430177,0.080409,0.080409,0.099830,0.327182
1784390489.348953,depth321_fix_01,101,942,942,1,APPROACH,active_target,4.183011,364.901231,1,0.312244,1.650330,0.289803,12.590448,-4.449720,12.830196,-4.649762,12.614206,-4.469544,0.099098,0.099098,0.312244,0.330196
1784390489.703992,depth321_fix_01,101,944,944,1,APPROACH,active_target,3.738126,347.373753,1,0.174169,1.368826,0.148469,12.604199,-4.460558,12.487985,-4.330830,12.593404,-4.448508,0.092887,0.092887,0.174169,0.324858
1784390490.102238,depth321_fix_01,101,945,945,1,APPROACH,active_target,3.729375,348.664449,1,0.117091,1.038436,0.095002,12.579340,-4.444787,12.507834,-4.352065,12.572889,-4.436423,0.090209,0.090209,0.117091,0.324752
1784390490.233105,depth321_fix_01,101,946,946,1,APPROACH,active_target,3.719987,349.438533,1,0.101815,0.922054,0.081876,12.568637,-4.437877,12.507383,-4.356549,12.563574,-4.431154,0.082659,0.082659,0.101815,0.324640
1784390490.560591,depth321_fix_01,101,947,947,1,APPROACH,active_target,3.710485,347.961470,1,0.077431,0.858438,0.053484,12.559274,-4.436798,12.523862,-4.367939,12.556324,-4.431063,0.083289,0.083289,0.077431,0.324526
1784390490.913346,depth321_fix_01,101,948,948,1,APPROACH,active_target,3.682495,349.666935,1,0.076982,1.035833,0.038057,12.550742,-4.434592,12.533092,-4.359661,12.549242,-4.428221,0.085026,0.085026,0.076982,0.324190
