timestamp_ros_sec,run_id,random_seed,scan_generation,queue_position,target_id,target_state,verification_stage,drone_x_enu,drone_y_enu,drone_altitude,estimate_x_enu,estimate_y_enu,estimate_x_visual,estimate_y_visual,actual_x_visual,actual_y_visual,tof_distance,actual_visit_distance,position_error,visited_correct,kalman_gain_x,kalman_gain_y,kalman_updates
1784590201.797892,depth321_safe_01,101,4,4,6,visited,TO_3M,14.499970,-11.327287,0.712616,13.233478,-11.672346,-11.766522,-11.672346,-12.000000,-12.000000,1.153233,1.643914,0.402330,0,0.076608,0.076608,1323
1784592965.563299,depth321_safe_01,101,5,6,3,visited,TO_3M,20.842576,10.363713,0.713776,21.183933,11.686477,-3.816067,11.686477,-4.000000,12.000000,1.206215,1.643842,0.363495,0,0.074638,0.074638,2684
1784593161.749867,depth321_safe_01,101,6,1,5,visited,TO_3M,14.628110,11.941302,0.708466,13.299867,12.299601,-11.700133,12.299601,-12.000000,12.000000,1.188261,1.629168,0.423888,0,0.075424,0.075424,1456
1784593410.399056,depth321_safe_01,101,7,2,10,visited,TO_3M,19.979890,-2.557788,0.722687,20.590127,-3.771676,-4.409873,-3.771676,-4.000000,-4.000000,1.186574,1.766522,0.469178,0,0.076606,0.076606,1557
1784599853.647706,depth321_fix_01,101,1,1,0,visited,TO_3M,11.540445,3.042637,0.713440,12.857353,3.540534,-12.142647,3.540534,-12.000000,4.000000,1.190249,1.745521,0.481100,0,0.073479,0.073479,1508
1784600052.308123,depth321_fix_01,101,2,2,4,visited,TO_3M,13.009681,10.316499,0.726227,13.287499,11.658511,-11.712501,11.658511,-12.000000,12.000000,1.195125,1.683529,0.446397,0,0.073388,0.073388,1457
1784600401.199463,depth321_fix_01,101,3,3,2,visited,TO_3M,19.858365,-10.646568,0.709412,20.495365,-11.798625,-4.504635,-11.798625,-4.000000,-12.000000,1.152488,1.770624,0.543331,0,0.074259,0.074259,1537
1784600792.950017,depth321_fix_01,101,4,4,3,visited,TO_3M,20.862402,10.358171,0.734619,21.158250,11.686503,-3.841750,11.686503,-4.000000,12.000000,1.195023,1.647585,0.351174,0,0.074628,0.074628,1387
1784601172.649809,depth321_fix_01,101,5,5,5,visited,TO_3M,12.991635,-10.240542,0.713013,12.719856,-11.640664,-12.280144,-11.640664,-12.000000,-12.000000,1.223148,1.759478,0.455635,0,0.073436,0.073436,1474
1784601350.999840,depth321_fix_01,101,6,1,14,visited,TO_3M,13.153237,-5.643828,0.725677,13.130105,-4.300079,-11.869895,-4.300079,-12.000000,-4.000000,1.171472,1.650955,0.327070,0,0.071935,0.071935,1222
1784601719.348588,depth321_fix_01,101,7,2,16,visited,TO_3M,36.230610,10.467691,0.714600,36.933603,11.619085,11.933603,11.619085,12.000000,12.000000,1.175654,1.714623,0.386659,0,0.073280,0.073280,1404
