timestamp_ros_sec,run_id,random_seed,scan_generation,queue_position,target_id,target_state,verification_stage,drone_x_enu,drone_y_enu,drone_altitude,estimate_x_enu,estimate_y_enu,estimate_x_visual,estimate_y_visual,actual_x_visual,actual_y_visual,tof_distance,actual_visit_distance,position_error,visited_correct,kalman_gain_x,kalman_gain_y,kalman_updates
1784650100.057973,depth_direct_fix_01,101,7,2,9,visited,TO_3M,20.140556,-10.588504,0.712433,20.664934,-11.728748,-4.335066,-11.728748,-4.000000,-12.000000,1.067307,1.652563,0.431099,0,0.076366,0.076366,905
1784650403.456033,depth_direct_fix_01,101,8,3,11,visited,TO_3M,36.496822,10.426278,0.711609,36.881177,11.594310,11.881177,11.594310,12.000000,12.000000,1.052002,1.652207,0.422733,0,0.079385,0.079385,975
1784650703.506200,depth_direct_fix_01,101,9,4,7,visited,TO_3M,21.632593,-2.633238,0.728882,20.917655,-3.663197,-4.082345,-3.663197,-4.000000,-4.000000,1.084904,1.506058,0.346723,0,0.077922,0.077922,1076
1784650879.516052,depth_direct_fix_01,101,10,5,8,visited,TO_3M,28.013018,2.716559,0.728729,28.842182,3.657264,3.842182,3.657264,4.000000,4.000000,1.079570,1.619060,0.377325,0,0.084104,0.084104,1075
1784651122.806354,depth_direct_fix_01,101,11,6,6,visited,TO_3M,28.938923,10.411762,0.725952,29.024807,11.649462,4.024807,11.649462,4.000000,12.000000,1.065265,1.589412,0.351415,0,0.078681,0.078681,941
1784651369.418822,depth_direct_fix_01,101,12,7,12,visited,TO_3M,28.866974,-2.388270,0.713745,28.812887,-3.641351,3.812887,-3.641351,4.000000,-4.000000,1.075425,1.617210,0.404525,0,0.076813,0.076813,827
1784651535.856085,depth_direct_fix_01,101,13,1,20,visited,TO_3M,35.292439,-3.764060,0.717560,36.498228,-4.111857,11.498228,-4.111857,12.000000,-4.000000,1.092640,1.723785,0.514089,0,0.077077,0.077077,982
1784651696.656759,depth_direct_fix_01,101,14,2,18,visited,TO_3M,36.675045,2.426366,0.701630,36.953436,3.636290,11.953436,3.636290,12.000000,4.000000,1.069264,1.606835,0.366678,0,0.080065,0.080065,896
1784651943.356574,depth_direct_fix_01,101,15,3,19,visited,TO_3M,36.213875,-10.558345,0.722534,36.679698,-11.686813,11.679698,-11.686813,12.000000,-12.000000,1.046731,1.642060,0.447972,0,0.076486,0.076486,883
1784652100.638952,depth_direct_fix_01,101,16,4,14,visited,TO_3M,30.432680,-11.364894,0.715088,29.255246,-11.787415,4.255246,-11.787415,4.000000,-12.000000,1.068579,1.567141,0.332180,0,0.082060,0.082060,912
1784693440.937185,depth_direct_fix_01,101,1,1,0,visited,TO_3M,11.396880,-3.650408,0.714142,12.570682,-4.155625,-12.429318,-4.155625,-12.000000,-4.000000,1.090606,1.640795,0.456654,0,0.078282,0.078282,1008
1784693607.136059,depth_direct_fix_01,101,2,2,4,visited,TO_3M,12.087105,-10.606758,0.714111,12.646261,-11.709149,-12.353739,-11.709149,-12.000000,-12.000000,1.051773,1.665683,0.457958,0,0.074008,0.074008,937
1784693849.137277,depth_direct_fix_01,101,3,3,1,visited,TO_3M,13.575641,2.528773,0.709961,13.305531,3.732189,-11.694469,3.732189,-12.000000,4.000000,1.054718,1.579833,0.406290,0,0.072653,0.072653,903
1784730133.455715,depth_direct_fix_01,101,1,1,1,visited,TO_3M,11.341681,-3.641051,0.713440,12.514083,-4.067834,-12.485917,-4.067834,-12.000000,-4.000000,1.084586,1.696722,0.490629,0,0.072165,0.072165,943
1784730291.205823,depth_direct_fix_01,101,2,2,0,visited,TO_3M,12.833782,2.396775,0.735291,13.061476,3.651004,-11.938524,3.651004,-12.000000,4.000000,1.082634,1.611818,0.354369,0,0.072944,0.072944,846
1784730514.956802,depth_direct_fix_01,101,3,3,2,visited,TO_3M,20.675766,10.463516,0.722229,21.015274,11.668715,-3.984726,11.668715,-4.000000,12.000000,1.064607,1.570322,0.331637,0,0.073734,0.073734,971
1784730771.706714,depth_direct_fix_01,101,4,4,6,visited,TO_3M,12.955012,-10.297985,0.719238,12.832065,-11.540040,-12.167935,-11.540040,-12.000000,-12.000000,1.079002,1.702609,0.489658,0,0.073336,0.073336,1017
1784731102.405970,depth_direct_fix_01,101,5,5,5,visited,TO_3M,13.868723,10.709682,0.725403,13.262069,11.784763,-11.737931,11.784763,-12.000000,12.000000,1.048517,1.555506,0.339127,0,0.073663,0.073663,898
1784731351.462658,depth_direct_fix_01,101,6,6,3,visited,TO_3M,20.060036,-10.585893,0.717621,20.621205,-11.715641,-4.378795,-11.715641,-4.000000,-12.000000,1.075123,1.698008,0.473652,0,0.074877,0.074877,1015
1784731498.255743,depth_direct_fix_01,101,7,1,7,visited,TO_3M,20.840840,-5.588771,0.710999,21.016651,-4.352440,-3.983349,-4.352440,-4.000000,-4.000000,1.061684,1.596724,0.352834,0,0.072395,0.072395,741
1784772270.760794,depth_direct_fix_01,101,1,1,0,visited,TO_3M,11.412922,-3.678575,0.731873,12.560347,-4.167804,-12.439653,-4.167804,-12.000000,-4.000000,1.070846,1.619300,0.470588,0,0.075011,0.075011,1031
1784772428.762168,depth_direct_fix_01,101,2,2,1,visited,TO_3M,12.915767,2.340249,0.715393,13.119321,3.580624,-11.880679,3.580624,-12.000000,4.000000,1.069780,1.661887,0.436021,0,0.074274,0.074274,833
1784772662.864830,depth_direct_fix_01,101,3,3,3,visited,TO_3M,20.664290,10.364844,0.720428,21.041912,11.556929,-3.958088,11.556929,-4.000000,12.000000,1.081245,1.669262,0.445049,0,0.074156,0.074156,952
1784772929.013946,depth_direct_fix_01,101,4,4,5,visited,TO_3M,12.890003,-10.373343,0.715973,12.812726,-11.600629,-12.187274,-11.600629,-12.000000,-12.000000,1.050473,1.630372,0.441099,0,0.076529,0.076529,1033
1784773263.662821,depth_direct_fix_01,101,5,5,4,visited,TO_3M,13.926345,10.711619,0.709534,13.330460,11.798444,-11.669540,11.798444,-12.000000,12.000000,1.062386,1.586833,0.387077,0,0.073697,0.073697,892
1784773431.262776,depth_direct_fix_01,101,6,1,2,visited,TO_3M,19.542222,4.798114,0.719116,20.547615,4.033715,-4.452385,4.033715,-4.000000,4.000000,1.082946,1.661958,0.453640,0,0.073133,0.073133,1043
1784773727.060637,depth_direct_fix_01,101,7,2,6,visited,TO_3M,20.128857,-10.588148,0.715118,20.645861,-11.729634,-4.354139,-11.729634,-4.000000,-12.000000,1.052266,1.658980,0.445547,0,0.075058,0.075058,951
1784774050.863842,depth_direct_fix_01,101,8,3,11,visited,TO_3M,36.051041,2.684058,0.715973,36.846526,3.612952,11.846526,3.612952,12.000000,4.000000,1.058352,1.622414,0.416366,0,0.072621,0.072621,935
1784774266.612518,depth_direct_fix_01,101,9,4,7,visited,TO_3M,22.186793,-3.088235,0.710785,21.072299,-3.648190,-3.927701,-3.648190,-4.000000,-4.000000,1.080076,1.496594,0.359162,1,0.076246,0.076246,1017
1784774434.667303,depth_direct_fix_01,101,10,5,10,visited,TO_3M,28.191249,2.545517,0.716217,28.783154,3.635149,3.783154,3.635149,4.000000,4.000000,1.091518,1.664211,0.424428,0,0.076232,0.076232,965
1784774663.614430,depth_direct_fix_01,101,11,6,12,visited,TO_3M,36.398782,10.501172,0.724945,36.927398,11.618251,11.927398,11.618251,12.000000,12.000000,1.064505,1.614915,0.388592,0,0.074050,0.074050,1047
1784774826.376555,depth_direct_fix_01,101,12,7,9,visited,TO_3M,30.548163,11.793655,0.723175,29.321074,12.055617,4.321074,12.055617,4.000000,12.000000,1.085234,1.561854,0.325856,0,0.083372,0.083372,983
